86.40666666666667,84.5,10.553333333333333,10.360000000000001,0.01,77.13333333333334
93.65333333333335,104.8,6.846666666666667,55.14666666666666,0.5700000000000001,24.339999999999996
93.87333333333335,109.7,9.58,73.14000000000001,2.19,56.98666666666667
91.58,92.6,14.886666666666668,50.973333333333336,0.3,74.33333333333333
89.18666666666667,98.7,7.540000000000001,53.32666666666667,1.25,51.72666666666667
93.67333333333333,103.7,10.38,53.21999999999999,0.98,44.81333333333334
95.02666666666667,105.7,9.226666666666667,35.74666666666666,1.11,41.11333333333334
93.87333333333335,109.7,9.58,73.14000000000001,2.19,56.98666666666667
86.61333333333332,98.9,7.346666666666667,12.7,0.01,46.03333333333333
91.1,98.5,10.68,30.813333333333336,0.10999999999999999,59.226666666666674
95.40666666666665,108.8,7.626666666666667,65.07333333333332,0.09,24.27333333333333
90.51333333333335,102.3,7.62,64.29333333333334,0.63,27.12
95.52666666666667,107.7,6.9799999999999995,65.51333333333334,0.3,24.126666666666665
93.88000000000002,104.1,8.773333333333333,62.77333333333333,1.67,42.400000000000006
96.49333333333334,108.4,8.813333333333333,68.28,0.05,29.259999999999998
